3,25,24,10,bc1q5979ns9zrhtq8j2znkf59ldmd4nxc4hamuq8ut
4,25,44,27,bc1qj4wvkmggfdpa60tk7ag75zd4yjr77zqa0r69yq
6,25,113,43,bc1qn4yxpzxc57apezdvp9ytjcwcygktltxnq397lx
7,25,137,21,bc1q8t2hjln7manplkclqe5m63fju3888uhmverzza
8,25,132,12,bc1q88ada47ek3k6quf4udwp84klazff2avhhgyfc5
9,25,150,12,bc1qz2h6e9fct4drpcrpua3um0uvzk3ptzppvrzpyy
10,25,168,37,bc1qhjmry5zc8g5xz2lued8q9du8sy9ld6gq68pvwv
11,25,168,1,bc1qdxjvasjdddtkgnycgqshczgys3ef2l7kcnpr89
12,25,186,12,bc1qg93m0kwvt8l4tcx4mkqy2m3sawdlj9gnvak8h4
13,25,192,12,bc1qjctkrm62l6rp37w7pv4wz4h2pwsgmhqqhxgasn
14,25,196,65,bc1qale5822rt5kq8s2cds0a8xet6z98y6ffgpu72m
15,25,200,65,bc1q9ks759pfsg7gmrl66qpke8qds4f76l5h822tz9
16,25,202,65,bc1qddyzjdrv72qg5gf4k0nugwh36k007hr80683uc
17,25,208,65,bc1qna3lkntltdaylku6n24alw8zrsmq4l5eqcqrrr
18,25,209,59,bc1q07r0rgqysr8k72r6u2zkz77zssp7fztpuau5m4
19,25,236,12,bc1qszj958vn26yz0pza7ftq9r5g3edfxayf58d32f
20,25,234,65,bc1q6696y6dt6n6ygxcm4ppqszuw6ye4a99e36c3tn
21,25,245,70,bc1qrh5zhmd9lrauc9l0cuhmdp58cy0c3wfj79e3y7
22,25,246,70,bc1q8980rpzy9f6meq8hur75ept62aug6dfrxnlwc0
23,25,259,70,bc1q7l5l5ku776c52vumpj2zmgkj8f6z9xyfc38jt6
24,25,261,70,bc1qdf6hfhnkdkdg6e6h3hq8h5al08fw3ks4m46phw
25,25,263,70,bc1q5tanumnzxuhk0vxkmaqvhqgnq6sf0855trrmjw
26,25,267,12,bc1qzxzpuptravtkzu3wlzn5tgmec5yvvwvumavxgc
27,25,274,27,bc1qu6rpk25x346vysvv0n6yuch7j3836txutgpuw2
28,25,276,54,bc1qkvtgpyu6y9q5vmfykmvtw4l8sxryqf84tv0prg
29,25,0,0,bc1qxfg6wedhenpw6u6h8ltuzdes53tvwamcmjx742
30,25,0,0,bc1qp4u72yctyfzldjw8apzzuqhsr2cdj2nhm2s6s4
31,25,0,0,bc1quyeldvstfy9wy3n99x6dr7tdw545dzrvqhvc9w
32,25,0,0,bc1qjn9d4alkgcgxm8psyhd42urvkszwx22hp5h8nj
33,25,0,0,bc1qtdvyugq6xzsv9hgeg9wtje499je5za48t8ren6
34,25,0,0,bc1qsklyax32maq6e6zau535v497czvnuhsa5rqu9h
35,25,0,0,bc1qtdelzm4np295t6q2m7a8k2wg774nkyshzzww2q
36,25,0,0,bc1qkvxrx7ehy97kvz8l3ry975a3nph9agxx9g4sfr
37,25,0,0,bc1qqfhue2prklfyta4mve55uvv6kppak4u3c9n0qk
38,25,0,0,bc1q06mx5gqrt6eker4da3jvjm2t42eu7ukxyjpsjz
39,25,0,0,bc1qa8ec4pd6cwfq2cl8q5u0gcnx97nt23xs3rmvfn
40,25,0,0,bc1q4u47tp8s73dvk8yangk3hnxx6cp6tkqq0y7w2q
41,25,0,0,bc1qrks6xnsfw80e207h2vahm3eeqweptxumw7fuq8
42,25,0,0,bc1qmx0grvzc3pnwqc2p64dhtju4lxvct3ujwcedv5
43,25,0,0,bc1qwvtzf7ew98uvguwy64uwwa05uqgluspd5snfzy
44,25,0,0,bc1qsxsw33wwukm67af8wex6uuh65l60zvm89deyfz
45,25,0,0,bc1q2a26lk3j9jdt7gjs8fkvtyhhvhq4rvfed0mudn
46,25,0,0,bc1qtfudlk4hv8udvffc69tqqx09px2c2vw2p4zmhr
47,25,0,0,bc1qlcrlwfhm4ppfqn0dpafq98k5dyj2zefmfntl08
48,25,0,0,bc1qllk3w2u9ak5kdagrm5js72ctpk9pwy9lm6kh3j
49,25,0,0,bc1qhmscgakre2raw8ntrv9vgje6tpv2wau9yzzw0f
50,25,0,0,bc1qzzalmgqczl4ap98g54mlfudfal93wsa09yzcm4
51,25,0,0,bc1q6arl75dxye79kz6hfdkr0tmup2tm8l5p6jy2mq
52,25,0,0,bc1qege68m6n2aanemjpx5ajlcz9j8q93tch82vdss
53,25,0,0,bc1qhwz2q30yd2kvhtqnftzehqf8uyymw3fajdfsnv
54,25,0,0,bc1qyuu7sqjtc5r5ve54xu52tq3c3x3jjspr5j7950
55,25,0,0,bc1qdcplkdmtzyrnzgtxpdajq838e9carz9972vfjj
56,25,0,0,bc1qzx6a9x68ypezw8dj8ckxvvptyk43mfml79ydmm
57,25,0,0,bc1qmfkhlep0vt7vmd6chuprcjzyl467cqzqkd84gx
58,25,0,0,bc1qnzhdwd58er3f52perx2440ryey6m63gvk5g5vl
59,25,0,0,bc1qfuqnusr8kxawvwychdqz6vnh9qv6d874tm8rte
60,25,0,0,bc1qag8lnul63xfcp9xa7f42jrv4mwq5shp9679hte
61,25,0,0,bc1qvg32acqgse9uqdq037kxllpp6v9m48v0llfrh4
